sub_id,query_id,dataset,op_count_filter,op_count_join,op_count_traversal,op_count_aggregate,op_count_map,ast_depth,has_traversal,max_hops,input_cardinality_log,output_cardinality_log,selectivity,avg_degree,max_degree,degree_skew,num_projected_columns,has_index,join_fanout,estimated_shuffle_bytes_log,estimated_traversal_ops,hist_avg_runtime_ms,hist_runtime_variance,num_tables_joined,sql_median_ms,sql_std_ms,graph_median_ms,graph_std_ms,speedup,label,label_source,sql_status,graph_status,sql_failures,graph_failures,fallback_applied,fallback_reason,semantic_penalty,source_row_id
sub_1_r0,q_snb_expand_h3_0071,snb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,270.21,29.36,810.63,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0.0,0.0,0.0,none,0.0,911e58c3c44425234399447d5cee37101503d8a09a78de1978ce33d52dff67ed
sub_0_r0,q_snb_expand_h3_0072,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,13115.162109375,-1.0,-1.0,1.0,292.22,65.48,128.2,23.72,2.279,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,90b800f42e3f4ce42606471dc5601a8d54f4de6addfc3864d7dc795ba8cc9790
sub_1_r0,q_snb_expand_h3_0072,snb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,365.32,1.0,1095.96,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0.0,0.0,0.0,none,0.0,e740ff816bc8d6892808c613d1027e405ba623b34af44565d570f8fb021812f4
sub_0_r0,q_snb_expand_h3_0073,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,556.1378173828125,-1.0,-1.0,1.0,253.44,61.84,123.11,11.03,2.059,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,727f9374ede30b804ba5ac04c193d9fe70732adcd226e57d6a0757695d6cc6dc
sub_1_r0,q_snb_expand_h3_0073,snb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,220.16,2.18,660.48,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0.0,0.0,0.0,none,0.0,6b5a0a97c21210d35d79495b1ae5ec84195c01fb0e8b0a1ecaaea1d9e3e3caf6
sub_0_r0,q_snb_expand_h3_0074,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,556.1378173828125,-1.0,-1.0,1.0,180.54,9.17,138.97,33.82,1.299,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,20e9b114bd5e05bbf330bce2b935ce82e7b0588be793f89004dc3093b9577313
sub_1_r0,q_snb_expand_h3_0074,snb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,258.4,30.06,775.2,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0.0,0.0,0.0,none,0.0,21298235fa604228627578003b808408e33dbbbc7ad77cdc231c8174115eeb36
sub_0_r0,q_snb_expand_h3_0075,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,13115.162109375,-1.0,-1.0,1.0,130.64,10.87,127.98,31.08,1.021,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,f6e4b7a1b6e634c60ac15a0df394d3f935b0c8711e45b99295b0950f6f65ce9b
sub_1_r0,q_snb_expand_h3_0075,snb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,326.9,33.86,980.7,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0.0,0.0,0.0,none,0.0,843e8a598cda292ed048c8694e27d8a421adf282c2c591eaa6d13f4b4fee8450
sub_0_r0,q_snb_expand_h3_0076,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,13115.162109375,-1.0,-1.0,1.0,249.19,41.8,68.03,1.12,3.663,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,7fd9a35c562b894bbd6a54cea13a643c1bffa23e535c0b4e789beb18538323c7
sub_1_r0,q_snb_expand_h3_0076,snb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,170.21,0.97,510.63,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0.0,0.0,0.0,none,0.0,3cbde1c41df8834c053eda60867cee73ba9f1edd5d0dd1136e76d33c8162cc01
sub_0_r0,q_snb_expand_h3_0077,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,556.1378173828125,-1.0,-1.0,1.0,86.37,1.86,93.8,3.29,0.921,SQL,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,f2a519fd45104f7e7b7c36a615adea6865590d6292d69e0a1d628c277ff8fc5c
sub_1_r0,q_snb_expand_h3_0077,snb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,245.05,30.09,735.15,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0.0,0.0,0.0,none,0.0,21c217843d6681421657a6ce00f1d7c9a00d185327916df37ec127f36434d4d7
sub_0_r0,q_snb_expand_h3_0078,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,556.1378173828125,-1.0,-1.0,1.0,135.25,14.51,64.63,1.4,2.093,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,4d4a768712638d88f04d79f3908b91698c5d615f35db253d32e293ab03f46a8c
sub_1_r0,q_snb_expand_h3_0078,snb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,268.02,59.19,804.06,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0.0,0.0,0.0,none,0.0,357f8b79ec35acfe986aeaf895a7764271958d0e84af8cef492e8e833315c514
sub_0_r0,q_snb_expand_h3_0079,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,13115.162109375,-1.0,-1.0,1.0,116.68,16.41,68.55,5.74,1.702,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,af253d2d9bfcab467a62af347b6c6cca48e7b96fdd5714253125ddcd5c67cc90
sub_1_r0,q_snb_expand_h3_0079,snb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,147.15,10.17,441.45,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0.0,0.0,0.0,none,0.0,5742655b9ad1290c37fee3900bebf9ecfc9b215c610fab9cb0b5d7305497b803
sub_0_r0,q_snb_expand_h3_0080,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,13115.162109375,-1.0,-1.0,1.0,158.93,11.9,105.15,8.79,1.511,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,67273c7631ea9d56f84bfb28bbd95ccf461053f0e1149e7011dc488cd8ffd789
sub_1_r0,q_snb_expand_h3_0080,snb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,208.4,15.51,625.2,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0.0,0.0,0.0,none,0.0,bcccf34e238b605540ad3082b805e913e379cfd5070ce73f6281cf6dda054b48
sub_0_r0,q_snb_expand_h3_0081,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,556.1378173828125,-1.0,-1.0,1.0,189.4,35.23,81.2,13.77,2.333,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,bde380b15d8a31a25726709727ff5a965f5ffb04b47f71aacb79ceb96eb035b9
sub_1_r0,q_snb_expand_h3_0081,snb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,179.51,2.69,538.53,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0.0,0.0,0.0,none,0.0,63c9944574de288aa80952414070cd8d7e43ca32fe4591f948538a85b0f367f9
sub_0_r0,q_snb_expand_h3_0082,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,556.1378173828125,-1.0,-1.0,1.0,186.21,27.13,71.64,3.71,2.599,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,f0bdd52d2d351681c6ff74fe1ce28c3c05ca9569c250980f658bbda10b009790
sub_1_r0,q_snb_expand_h3_0082,snb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,188.5,7.89,565.5,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0.0,0.0,0.0,none,0.0,6da961ad476d19eaf0def7209470c4a93fec9f5d3bd6067d37e0f4fa5fd2ebc5
sub_0_r0,q_snb_expand_h3_0083,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,13115.162109375,-1.0,-1.0,1.0,184.42,29.3,110.12,16.43,1.675,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,476f519dc6a99a611adc9fc8efdf487f88d4c422f5d839b646c72e4f20604ecf
sub_1_r0,q_snb_expand_h3_0083,snb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,166.1,4.33,498.3,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0.0,0.0,0.0,none,0.0,e6e4d6e03d33d7cff6db7aca4fd2277a5fea7e9b94dc1021c2e3eb1da3e033f2
sub_0_r0,q_snb_expand_h3_0084,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,13115.162109375,-1.0,-1.0,1.0,147.13,3.09,70.38,3.15,2.091,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,226ec361fce646b839085c973bc5e4e441ed1ddf9b578cbb13634f329bb64d73
sub_1_r0,q_snb_expand_h3_0084,snb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,330.09,58.16,990.27,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0.0,0.0,0.0,none,0.0,c57d3043cc79ebe7e632ba1c17514b77d51e9f27485cd7ad09f1b275aa5b7b08
sub_0_r0,q_snb_expand_h3_0085,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,556.1378173828125,-1.0,-1.0,1.0,190.99,40.63,96.94,18.82,1.97,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,5107acb0ea966c7094b7e3f446c9bda06a2076cf73d2a4443bbb7065dd54acc5
sub_1_r0,q_snb_expand_h3_0085,snb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,495.98,175.72,1487.94,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0.0,0.0,0.0,none,0.0,2614c27cb0b9178e92054ed5c7a90af1b3d4dfff9c0ceed65084936069a4baa4
sub_0_r0,q_snb_expand_h3_0086,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,556.1378173828125,-1.0,-1.0,1.0,305.48,56.79,170.69,10.93,1.79,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,79ab4cd595bff308b0a11de7f5135e8409c37d038b24e0b26cb23d8077525508
sub_1_r0,q_snb_expand_h3_0086,snb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,225.57,11.02,676.71,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0.0,0.0,0.0,none,0.0,0ada849d6737e658dc5db3a020771b2be470d448ac03a6b1544522de8f121e4c
sub_0_r0,q_snb_expand_h3_0087,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,13115.162109375,-1.0,-1.0,1.0,204.72,9.35,92.14,3.54,2.222,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,78131ee1642845a38f5e41918d70f10fbd2c6853eb1854c1b03f3a9e61d42791
sub_1_r0,q_snb_expand_h3_0087,snb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,195.75,31.74,587.25,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0.0,0.0,0.0,none,0.0,584db07765f94ab7ebe4cc7001e9453438edbae0dd742b99e3f94c0cd57655aa
sub_0_r0,q_snb_expand_h3_0088,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,13115.162109375,-1.0,-1.0,1.0,191.3,22.93,187.22,59.08,1.022,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,d30e5535473698daffc1bc8a904df75ef48760b340b52edfe53ff5862d5f2f6c
sub_1_r0,q_snb_expand_h3_0088,snb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,241.0,40.87,723.0,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0.0,0.0,0.0,none,0.0,b28d8d0d2522964d758b36b3211040ab9552278694bee6db78cdec1ed821a6b4
sub_0_r0,q_job_real_y1000_base,job_real_queries,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.402830600738525,6.402658939361572,0.999604880809784,0.0,0.0,0.0,2.0,0.0,1.0,7.606778621673584,0.0,-1.0,-1.0,1.0,2611.77,310.9,7835.31,0.0,0.333,SQL,real_measurement,,,,,,,,3c87af646389f2b41644d95c3406a74d671e2b8b8a4ffe9b5fea0e6d5f6a5f40
sub_0_r0,q_job_kw_y1000_base,job_real_queries,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.655516147613525,6.655419826507568,0.9997791647911072,0.0,0.0,0.0,2.0,0.0,1.0,7.859539985656738,0.0,-1.0,-1.0,1.0,926.44,60.06,2779.32,0.0,0.333,SQL,real_measurement,,,,,,,,1898b7bab27a287886d2f38ad964d0093e5d84ee3764f6d61eb244ee05ba8b63
sub_0_r0,q_job_real_y5000_base,job_real_queries,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.402830600738525,6.401971340179443,0.9980227947235109,0.0,0.0,0.0,2.0,0.0,1.0,7.606091022491455,0.0,-1.0,-1.0,1.0,1864.0,33.53,5592.0,0.0,0.333,SQL,real_measurement,,,,,,,,73063e7c02876df6c1879f597491e95b554980784fddf1a34ab7001aa6e7b238
sub_0_r0,q_job_kw_y5000_base,job_real_queries,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.655516147613525,6.655035495758057,0.998894989490509,0.0,0.0,0.0,2.0,0.0,1.0,7.859155654907227,0.0,-1.0,-1.0,1.0,890.65,0.89,2671.95,0.0,0.333,SQL,real_measurement,,,,,,,,4d4d0b20612221b97a0aa8ed0955005965e3c6c415e435e6f8425f8bbf78cebb
sub_0_r0,q_job_real_y10000_base,job_real_queries,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.402830600738525,6.40110969543457,0.996045172214508,0.0,0.0,0.0,2.0,0.0,1.0,7.605229377746582,0.0,-1.0,-1.0,1.0,1989.48,58.59,5968.44,0.0,0.333,SQL,real_measurement,,,,,,,,b21b63c6d325634f0b705ec39c17be1b7de10d3e9684e3ca5e8cf109f527f80e
sub_0_r0,q_job_kw_y10000_base,job_real_queries,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.655516147613525,6.654554843902588,0.997789740562439,0.0,0.0,0.0,2.0,0.0,1.0,7.858675003051758,0.0,-1.0,-1.0,1.0,1008.41,111.29,3025.23,0.0,0.333,SQL,real_measurement,,,,,,,,49b890fae01da315b8460aa486004b5449c18973665e2dad6381f08915501bb6
sub_0_r0,q_job_real_y20000_base,job_real_queries,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.402830600738525,6.399381637573242,0.9920899868011476,0.0,0.0,0.0,2.0,0.0,1.0,7.603501319885254,0.0,-1.0,-1.0,1.0,1669.9,20.07,5009.7,0.0,0.333,SQL,real_measurement,,,,,,,,8395445eb9cf507a3eb3ac74622bb994c2986b844cb3d512761655f7dca40568
sub_0_r0,q_job_kw_y20000_base,job_real_queries,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.655516147613525,6.653591632843018,0.9955793023109436,0.0,0.0,0.0,2.0,0.0,1.0,7.8577117919921875,0.0,-1.0,-1.0,1.0,837.18,27.01,2511.54,0.0,0.333,SQL,real_measurement,,,,,,,,5d7e6217d4d7ec86405ccca767d7d865c7731b4433040b16cb81ba9c3c07d4cf
sub_0_r0,q_job_real_y50000_base,job_real_queries,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.402830600738525,6.394155979156494,0.9802243709564208,0.0,0.0,0.0,2.0,0.0,1.0,7.598276138305664,0.0,-1.0,-1.0,1.0,1665.34,27.79,4996.02,0.0,0.333,SQL,real_measurement,,,,,,,,9da369e77358bd80a633524dcbfe8ce651cc5a15ec88f613f947b407807c061e
sub_0_r0,q_job_kw_y50000_base,job_real_queries,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.655516147613525,6.650689125061035,0.988947868347168,0.0,0.0,0.0,2.0,0.0,1.0,7.854809284210205,0.0,-1.0,-1.0,1.0,911.72,57.51,2735.16,0.0,0.333,SQL,real_measurement,,,,,,,,75158d8b63ee192caf4e0e26c1ef93539160de2b80d135b1fbb3a0461e647749
sub_0_r0,q_job_real_y75000_base,job_real_queries,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.402830600738525,6.389752864837647,0.9703363180160522,0.0,0.0,0.0,2.0,0.0,1.0,7.593872547149658,0.0,-1.0,-1.0,1.0,1713.21,17.78,5139.63,0.0,0.333,SQL,real_measurement,,,,,,,,3cf87bba4cde1190dc109f25f77aa8b04c6b5e3a3419bdcac9074b4586c04bd5
sub_0_r0,q_job_kw_y75000_base,job_real_queries,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.655516147613525,6.648255825042725,0.9834216833114624,0.0,0.0,0.0,2.0,0.0,1.0,7.852375507354736,0.0,-1.0,-1.0,1.0,713.0,0.04,2139.0,0.0,0.333,SQL,real_measurement,,,,,,,,ae852b25c9b6b49b3002a1ef6b609c9ebd1c21b25d14e2554950e21006346713
sub_0_r0,q_job_real_y100000_base,job_real_queries,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.402830600738525,6.3853044509887695,0.9604483246803284,0.0,0.0,0.0,2.0,0.0,1.0,7.5894246101379395,0.0,-1.0,-1.0,1.0,1741.64,13.21,5224.92,0.0,0.333,SQL,real_measurement,,,,,,,,2a8dd811bf22cf0f44aa75d8cf2943043bacb7c68dcbff75d82f30b9dbde2d76
sub_0_r0,q_job_kw_y100000_base,job_real_queries,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.655516147613525,6.645808219909668,0.9778955578804016,0.0,0.0,0.0,2.0,0.0,1.0,7.849928379058838,0.0,-1.0,-1.0,1.0,1253.68,207.52,3761.04,0.0,0.333,SQL,real_measurement,,,,,,,,de64607920681e9c7ac947a0db3318beb397d5519188edb5fdf64ef024466a29
sub_0_r0,q_job_real_y150000_base,job_real_queries,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.402830600738525,6.3762688636779785,0.9406722784042358,0.0,0.0,0.0,2.0,0.0,1.0,7.580389022827148,0.0,-1.0,-1.0,1.0,1581.29,35.97,4743.87,0.0,0.333,SQL,real_measurement,,,,,,,,7fba6418e3ed2fc0d8789837a21757ea4132e9dfe113a33d89f51818ba0c367c
sub_0_r0,q_job_kw_y150000_base,job_real_queries,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.655516147613525,6.640872001647949,0.9668431878089904,0.0,0.0,0.0,2.0,0.0,1.0,7.844991683959961,0.0,-1.0,-1.0,1.0,1284.45,292.57,3853.35,0.0,0.333,SQL,real_measurement,,,,,,,,865ef2bc10913ff15548584758daf0157ec17755da4f23bbf42a67425afe0fd6
sub_0_r0,q_job_real_y200000_base,job_real_queries,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.402830600738525,6.36704158782959,0.9208962321281432,0.0,0.0,0.0,2.0,0.0,1.0,7.571161270141602,0.0,-1.0,-1.0,1.0,2532.86,215.07,7598.58,0.0,0.333,SQL,real_measurement,,,,,,,,606c19ae94b13d5e84e98a6e0bc7c7fff49382197ec5336513d32a193f428772
sub_0_r0,q_job_kw_y200000_base,job_real_queries,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.655516147613525,6.635878562927246,0.955790877342224,0.0,0.0,0.0,2.0,0.0,1.0,7.839998722076416,0.0,-1.0,-1.0,1.0,785.1,34.15,2355.3,0.0,0.333,SQL,real_measurement,,,,,,,,0884c28fea94197993cd0f1228799c645698ebacb5fd35dafec0c2b1cbee1d89
sub_0_r0,q_ogb_real_0001,ogb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.1815690994262695,2.1818435192108154,0.0010000000474974,7.677550792694092,436.0,1.1782097816467283,1.0,0.0,1.0,3.082426309585572,1159.3101806640625,-1.0,-1.0,1.0,100.11,4.71,545.81,85.36,0.183,SQL,real_measurement,,,,,,,,8ff2fca923d1f61fc4842200bfcc5ed2ccf0064776f0589a90688687500c3679
sub_1_r0,q_ogb_real_0001,ogb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,293.32,27.74,879.96,0.0,0.333,SQL,real_measurement,,,,,,,,39e244730b5e1cbc995d976ec1babf469d6e57f4d8101623abd9829dc583060a
sub_0_r0,q_ogb_real_0002,ogb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.1815690994262695,2.1818435192108154,0.0010000000474974,7.677550792694092,436.0,1.1782097816467283,1.0,0.0,1.0,3.082426309585572,1159.3101806640625,-1.0,-1.0,1.0,97.81,6.04,458.64,27.67,0.213,SQL,real_measurement,,,,,,,,d7a5e82adbe979f6e23e25665d075951e9544ff729bd42ae590302347d430861
sub_1_r0,q_ogb_real_0002,ogb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,348.5,35.71,1045.5,0.0,0.333,SQL,real_measurement,,,,,,,,f53f561e7df5440d27a9597faac7c3ae6356f51d13af2889cd575fc10bd5b004
sub_0_r0,q_ogb_real_0003,ogb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,5.1815690994262695,2.1818435192108154,0.0010000000474974,7.677550792694092,436.0,1.1782097816467283,1.0,0.0,1.0,3.082426309585572,8900.6630859375,-1.0,-1.0,1.0,138.27,1.39,371.75,34.17,0.372,SQL,real_measurement,,,,,,,,9f1d1be5fec1dd410fdf0520bdf74eb357e7a218f39b52377542e5e7874fea49
